what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561681203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561682577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1422561682577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561696204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561697310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1422561697310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561701121
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1422561701324
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1422561704267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422561706841
